scout,jogos_num,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,media_num,variacao_num,preco_num,entrou_em_campo,slug,apelido,apelido_abreviado,nome_x,foto,posicao,status,id,clube_nome,clube_sigla
{},0,118752,1,267,4,5,0,0.0,0.0,4.0,False,mateus-carvalho,Mateus Carvalho,M. Carvalho,Mateus Carvalho dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Contundido,267,VAS,VAS
{},0,101594,1,267,4,6,0,0.0,0.0,4.0,False,hugo-moura,Hugo Moura,H. Moura,Hugo Moura Arruda da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Nulo,267,VAS,VAS
"{'DS': 4, 'FS': 6}",1,122485,1,267,4,7,0,9.0,2.25,7.25,True,barros,Barros,Barros,Cauan Lucas Barros da Luz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Provável,267,VAS,VAS
"{'DS': 2, 'FC': 2, 'FD': 2, 'FF': 1, 'FS': 1, 'I': 1}",1,116706,1,267,5,7,0,6.0,0.47,9.47,True,andres-gomez,Andrés Gómez,A. Gómez,Carlos Andrés Gómez Hinestroza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Atacante,Provável,267,VAS,VAS
"{'CA': 1, 'DS': 1, 'FC': 1, 'FS': 1}",1,142279,1,267,4,7,0,0.7,-1.21,6.79,True,nuno-moreira,Nuno Moreira,N. Moreira,Nuno Gonçalo Rocha Moreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Provável,267,VAS,VAS
{},0,108671,1,267,4,6,0,0.0,0.0,4.0,False,garre,Garré,Garré,Benjamín Antonio Garré,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Nulo,267,VAS,VAS
{'FF': 1},1,42222,1,287,5,6,0,0.8,-0.63,4.37,True,osvaldo,Osvaldo,Osvaldo,Osvaldo Lourenço Filho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Atacante,Nulo,287,VIT,VIT
{},0,83786,1,287,3,7,0,0.0,0.0,3.0,False,neris,Neris,Neris,Hueglo dos Santos Neris,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Zagueiro,Provável,287,VIT,VIT
"{'FC': 2, 'FS': 2}",1,90588,1,287,4,7,0,0.4,-0.95,5.05,True,caique,Caíque,Caíque,Caique de Jesus Gonçalves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Provável,287,VIT,VIT
{'FF': 1},1,115100,1,267,4,6,0,0.8,-0.45,3.55,True,matheus-franca,Matheus França,M. França,Matheus França de Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,Meia,Nulo,267,VAS,VAS
"{'DS': 1, 'FD': 1, 'FF': 1, 'FS': 1}",1,90703,1,287,4,6,0,4.0,0.31,6.31,True,matheuzinho,Matheuzinho,Matheuzinho,Matheus Martins Fogaça de Paulo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Nulo,287,VIT,VIT
"{'DS': 1, 'FD': 1, 'FF': 1, 'FS': 2, 'SG': 1}",1,96793,1,287,3,6,0,9.5,2.42,7.42,True,camutanga,Camutanga,Camutanga,Cleidson Andrade da Souza Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Zagueiro,Nulo,287,VIT,VIT
"{'CA': 1, 'DS': 2, 'FC': 2, 'FS': 3, 'G': 1}",1,99440,1,287,4,7,0,10.9,2.73,8.73,True,baralhas,Baralhas,Baralhas,Gabriel Baralhas dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Provável,287,VIT,VIT
"{'FC': 3, 'SG': 1}",1,90943,1,287,3,7,0,4.1,0.53,5.53,True,ze-marcos,Zé Marcos,Z. Marcos,José Marcos Alves Luis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Zagueiro,Provável,287,VIT,VIT
{'V': 1},1,92180,1,287,6,7,0,9.26,2.34,7.34,True,jair-ventura,Jair Ventura,J. Ventura,Jair Ventura,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Técnico,Provável,287,VIT,VIT
"{'FC': 1, 'FF': 1}",1,93411,1,287,4,7,0,0.5,-1.1,5.9,True,cantalapiedra,Cantalapiedra,Cantalapiedra,Aitor Cantalapiedra Fernández,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Provável,287,VIT,VIT
"{'CA': 1, 'FC': 1, 'FS': 2, 'SG': 1}",1,101597,1,287,2,7,0,4.7,0.74,5.74,True,ramon,Ramon,Ramon,Ramon Ramos Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Lateral,Provável,287,VIT,VIT
{},0,101752,1,287,2,5,0,0.0,0.0,4.0,False,claudinho,Claudinho,Claudinho,Claudio Coelho Salvático,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Lateral,Contundido,287,VIT,VIT
{},0,109138,1,287,5,6,0,0.0,0.0,5.0,False,kike-saverio,Kike Saverio,K. Saverio,Javier Enrique Delgado Saverio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Atacante,Nulo,287,VIT,VIT
"{'FD': 1, 'FF': 1, 'FS': 1, 'G': 1, 'I': 1}",1,92696,1,287,5,6,0,10.4,2.56,8.56,True,renato-kayzer,Renato Kayzer,R. Kayzer,Renato Kayzer de Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Atacante,Nulo,287,VIT,VIT
"{'DS': 2, 'FC': 2, 'FF': 1, 'FS': 3, 'SG': 1}",1,111879,1,287,2,6,0,9.7,2.86,5.86,True,mateus-silva,Mateus Silva,M. Silva,Mateus da Silva Duarte,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Lateral,Nulo,287,VIT,VIT
{},0,97645,1,287,1,6,0,0.0,0.0,3.0,False,thiago-couto,Thiago Couto,T. Couto,Thiago Couto Wenceslau,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Goleiro,Nulo,287,VIT,VIT
{},0,100969,1,287,4,6,0,0.0,0.0,5.0,False,ronald-lopes,Ronald Lopes,R. Lopes,Ronald dos Santos Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Nulo,287,VIT,VIT
{},0,104118,1,287,1,5,0,0.0,0.0,4.0,False,lucas-arcanjo,Lucas Arcanjo,L. Arcanjo,Lucas Willians Assis Arcanjo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Goleiro,Contundido,287,VIT,VIT
"{'DS': 1, 'SG': 1}",1,116461,1,287,2,6,0,6.5,1.55,5.55,True,jamerson,Jamerson,Jamerson,Jamerson Santos de Jesus,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Lateral,Nulo,287,VIT,VIT
{'FC': 1},1,104330,1,287,4,6,0,-0.3,-0.83,3.17,True,dudu,Dudu,Dudu,Eduardo Marcelo Rodrigues Nunes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Nulo,287,VIT,VIT
"{'FC': 1, 'FS': 1, 'G': 1}",1,90031,1,293,5,6,0,8.2,1.78,7.78,True,mendoza,Mendoza,Mendoza,John Stiven Mendoza Valencia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
"{'FC': 1, 'SG': 1}",1,85626,1,293,3,6,0,4.7,0.74,5.74,True,leo,Léo,Léo,Leonardo Pinheiro da Conceição,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Zagueiro,Nulo,293,CAP,CAP
{},0,102561,1,293,5,6,0,0.0,0.0,4.0,False,mastriani,Mastriani,Mastriani,Gonzalo Mathías Mastriani Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
{'FF': 1},1,102796,1,293,5,6,0,0.8,-0.45,3.55,True,julimar,Julimar,Julimar,Julimar Silva Oliveira Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
{},0,130620,1,287,4,6,0,0.0,0.0,3.0,False,edenilson,Edenílson,Edenílson,Edenílson Santos Nascimento Filho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Nulo,287,VIT,VIT
{},0,111951,1,287,5,5,0,0.0,0.0,3.0,False,renzo-lopez,Renzo López,R. López,Renzo López Patrón,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Atacante,Contundido,287,VIT,VIT
{},0,145387,1,287,4,5,0,0.0,0.0,4.0,False,ruben-ismael,Rúben Ismael,R. Ismael,Rúben Ismael Valente Ramos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Contundido,287,VIT,VIT
{},0,145510,1,287,2,6,0,0.0,0.0,3.0,False,paulo-roberto,Paulo Roberto,P. Roberto,Paulo Roberto dos Santos Almeida,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Lateral,Nulo,287,VIT,VIT
{},0,129317,1,287,4,6,0,0.0,0.0,3.0,False,felipe-cardoso,Felipe Cardoso,F. Cardoso,Felipe Cardoso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,Meia,Nulo,287,VIT,VIT
{'V': 1},1,92273,1,293,6,6,0,8.09,1.93,6.93,True,odair-hellmann,Odair Hellmann,O. Hellmann,Odair Hellmann,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Técnico,Nulo,293,CAP,CAP
{'FC': 1},1,90715,1,293,5,6,0,-0.3,-1.01,3.99,True,luiz-fernando,Luiz Fernando,L. Fernando,Luiz Fernando Moraes dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
{'FS': 1},1,80129,1,293,4,6,0,0.5,-0.92,5.08,True,jadson,Jadson,Jadson,Jadson Alves dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
{},0,92496,1,293,4,6,0,0.0,0.0,4.0,False,raul,Raul,Raul,Raul Lô Gonçalves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
{},0,110668,1,293,2,6,0,0.0,0.0,4.0,False,esquivel,Esquivel,Esquivel,Lucas Ángel Esquivel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Lateral,Nulo,293,CAP,CAP
"{'DS': 3, 'FS': 1, 'SG': 1}",1,120433,1,293,2,6,0,10.0,3.14,5.14,True,leo-derik,Léo Derik,L. Derik,Leonardo Derik Dias Gonçalves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Lateral,Nulo,293,CAP,CAP
{},0,105844,1,293,3,6,0,0.0,0.0,3.0,False,belezi,Belezi,Belezi,Lucas Belezi Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Zagueiro,Nulo,293,CAP,CAP
"{'DS': 2, 'FC': 1, 'SG': 1}",1,107985,1,293,3,6,0,7.7,1.97,5.97,True,teran,Terán,Terán,Carlos Terán Díaz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Zagueiro,Nulo,293,CAP,CAP
{},0,105518,1,293,5,6,0,0.0,0.0,4.0,False,renan-peixoto,Renan Peixoto,R. Peixoto,Renan Peixoto Nepomuceno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
{},0,115266,1,293,5,6,0,0.0,0.0,2.0,False,renan-viana,Renan Viana,R. Viana,Renan Rodrigues Fonseca Viana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
"{'DS': 2, 'FF': 1, 'FS': 1, 'I': 1, 'SG': 1}",1,113113,1,293,2,6,0,9.2,2.5,6.5,True,benavidez,Benavídez,Benavídez,Gastón Américo Benavídez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Lateral,Nulo,293,CAP,CAP
{},0,112017,1,293,4,6,0,0.0,0.0,4.0,False,felipinho,Felipinho,Felipinho,Antonio Feliphe Costa Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
{},0,115270,1,293,3,6,0,0.0,0.0,3.0,False,habraao,Habraão,Habraão,Habraão Lincon do Nascimento Saraiva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Zagueiro,Nulo,293,CAP,CAP
{},0,110698,1,293,1,6,0,0.0,0.0,5.0,False,mycael,Mycael,Mycael,Mycael Pontes Moreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Goleiro,Nulo,293,CAP,CAP
"{'DS': 1, 'FC': 1, 'FS': 1, 'SG': 1}",1,123869,1,293,3,6,0,6.7,1.62,5.62,True,aguirre,Aguirre,Aguirre,Juan Felipe Aguirre Tabares,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Zagueiro,Nulo,293,CAP,CAP
{},0,122439,1,293,5,6,0,0.0,0.0,2.0,False,isaac,Isaac,Isaac,Isaac Rodrigues de Lima,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
{},1,125746,1,293,4,6,0,0.0,-0.18,0.82,True,dudu,Dudu,Dudu,Eduardo Kogitzki Anastacio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
{},0,122316,1,293,2,6,0,0.0,0.0,1.0,False,batata,Batata,Batata,João Vitor Vigolo Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Lateral,Nulo,293,CAP,CAP
{},0,128431,1,293,4,6,0,0.0,0.0,5.0,False,joao-cruz,João Cruz,J. Cruz,João Victor Machado Cruz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
"{'CA': 1, 'FC': 3, 'FS': 1}",1,131832,1,293,4,6,0,-1.4,-1.4,3.6,True,portilla,Portilla,Portilla,Juan Camilo Portilla Orozco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
{},0,123101,1,293,5,6,0,0.0,0.0,3.0,False,leozinho,Leozinho,Leozinho,Leonardo Caetano Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
{},0,127970,1,293,4,6,0,0.0,0.0,1.0,False,felipe-chiqueti,Felipe Chiqueti,F. Chiqueti,Felipe Chiqueti Bandeira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
"{'DS': 1, 'FS': 2}",1,125926,1,293,4,6,0,2.5,-0.21,5.79,True,zapelli,Zapelli,Zapelli,Bruno Zapelli,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
{},0,63354,1,294,3,6,0,0.0,0.0,3.0,False,rodrigo-moledo,Rodrigo Moledo,R. Moledo,Rodrigo Modesto da Silva Moledo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Zagueiro,Nulo,294,CFC,CFC
"{'A': 1, 'DS': 1, 'FC': 2, 'FD': 1, 'FF': 2, 'FS': 3}",1,143193,1,293,5,6,0,10.2,2.3,9.3,True,viveros,Viveros,Viveros,Kevin Stiven Viveros Rodallega,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Atacante,Nulo,293,CAP,CAP
{},0,145609,1,293,4,6,0,0.0,0.0,3.0,False,elan-ricardo,Élan Ricardo,E. Ricardo,Élan Joshep Ricardo Ochoa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
{},0,143532,1,293,1,6,0,0.0,0.0,1.0,False,carlos-eduardo,Carlos Eduardo,C. Eduardo,Carlos Eduardo Souza de Barros,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Goleiro,Nulo,293,CAP,CAP
{},0,130842,1,293,1,6,0,0.0,0.0,1.0,False,matheus-soares,Matheus Soares,M. Soares,Matheus Soares Rocha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Goleiro,Nulo,293,CAP,CAP
"{'DS': 5, 'FC': 2, 'FS': 2}",1,81952,1,294,4,7,0,7.9,1.86,6.86,True,willian-oliveira,Willian Oliveira,W. Oliveira,Willian Osmar de Oliveira Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Meia,Provável,294,CFC,CFC
{},0,50742,1,294,1,6,0,0.0,0.0,3.0,False,gabriel-leite,Gabriel Leite,G. Leite,Gabriel Christoni Leite,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Goleiro,Nulo,294,CFC,CFC
{},0,128427,1,293,4,6,0,0.0,0.0,4.0,False,alejandro-garcia,Alejandro García,A. García,Alejandro García Castillo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Meia,Nulo,293,CAP,CAP
{},0,128429,1,293,3,6,0,0.0,0.0,3.0,False,marcao,Marcão,Marcão,Marcos André Paulino Maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,Zagueiro,Nulo,293,CAP,CAP
"{'FC': 2, 'FD': 1, 'FF': 1, 'FS': 3, 'I': 1}",1,90302,1,294,5,7,0,2.8,-0.29,6.71,True,pedro-rocha,Pedro Rocha,P. Rocha,Pedro Rocha Neves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Atacante,Provável,294,CFC,CFC
"{'CA': 1, 'DS': 2, 'FC': 1, 'FS': 1, 'I': 1}",1,84339,1,294,2,7,0,2.1,0.01,4.01,True,bruno-melo,Bruno Melo,B. Melo,Bruno Ferreira Melo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Lateral,Provável,294,CFC,CFC
"{'DS': 1, 'FC': 1, 'FS': 1}",1,71227,1,294,3,7,0,1.7,-0.31,4.69,True,maicon,Maicon,Maicon,Maicon Pereira Roque,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Zagueiro,Provável,294,CFC,CFC
{'FS': 4},1,104811,1,294,4,7,0,2.0,-0.03,3.97,True,sebastian-gomez,Sebastián Gómez,S. Gómez,Sebastián Gómez Londoño,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Meia,Provável,294,CFC,CFC
{},0,110708,1,294,1,6,0,0.0,0.0,3.0,False,pedro-rangel,Pedro Rangel,P. Rangel,Pedro Felipe de Faria Rangel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Goleiro,Nulo,294,CFC,CFC
"{'DS': 3, 'FC': 1}",1,101405,1,294,4,6,0,4.2,0.93,3.93,True,wallisson,Wallisson,Wallisson,Wallisson Luiz Alves Máximo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Meia,Nulo,294,CFC,CFC
"{'DS': 3, 'FS': 1}",1,82628,1,294,2,7,0,5.0,0.84,5.84,True,tinga,Tinga,Tinga,Guilherme de Jesus da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Lateral,Provável,294,CFC,CFC
{},0,84428,1,294,4,6,0,0.0,0.0,5.0,False,fernando-sobral,Fernando Sobral,F. Sobral,Fernando Pereira do Nascimento,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Meia,Nulo,294,CFC,CFC
"{'FC': 1, 'FF': 1, 'FS': 2}",1,117930,1,294,5,2,0,1.5,-0.02,2.98,True,lavega,Lavega,Lavega,Joaquín Lavega Colzada,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Atacante,Dúvida,294,CFC,CFC
"{'DS': 1, 'FS': 1}",1,97878,1,294,3,2,0,2.0,0.16,3.16,True,jacy,Jacy,Jacy,Jacy Maranhão Oliveira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Zagueiro,Dúvida,294,CFC,CFC
"{'CV': 1, 'DS': 1, 'FC': 1, 'FF': 1}",1,84626,1,294,4,3,0,-1.0,-1.44,4.56,True,josue,Josué,Josué,Josué Filipe Soares Pesqueira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Meia,Suspenso,294,CFC,CFC
{},1,112576,1,294,4,7,0,0.0,-0.55,2.45,True,vini-paulista,Vini Paulista,V. Paulista,Vinicius Romualdo dos Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Meia,Provável,294,CFC,CFC
"{'DS': 3, 'FS': 1}",1,123648,1,294,5,7,0,5.0,1.03,5.03,True,lucas-ronier,Lucas Ronier,L. Ronier,Lucas Ronier Vieira Pires,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Atacante,Provável,294,CFC,CFC
{},1,126977,1,294,6,7,0,4.32,0.79,4.79,True,fernando-seabra,Fernando Seabra,F. Seabra,Fernando Seabra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Técnico,Provável,294,CFC,CFC
{'DS': 1},1,109127,1,294,3,2,0,1.5,0.16,2.16,True,tiago-coser,Tiago Cóser,T. Cóser,Tiago Cóser,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Zagueiro,Dúvida,294,CFC,CFC
{},0,133460,1,294,2,6,0,0.0,0.0,1.0,False,felipe-guimaraes,Felipe Guimarães,F. Guimarães,Felipe Guimarães da Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Lateral,Nulo,294,CFC,CFC
{},0,124358,1,294,2,6,0,0.0,0.0,1.0,False,joao-almeida,João Almeida,J. Almeida,João Vitor da Silva Almeida,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Lateral,Nulo,294,CFC,CFC
{},0,124834,1,294,5,6,0,0.0,0.0,1.0,False,ruan-assis,Ruan Assis,R. Assis,Ruan Lucas de Assis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,Atacante,Nulo,294,CFC,CFC
